id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1332309691922341888,1332309691922341888,2020-11-27 15:05:58 Jordan Standard Time,2020-11-27,15:05:58,+0300,128490459,palinfoar,المركز الفلسطيني للإعلام,,"""رويترز"": #روسيا توافق على إنتاج أكثر من 100 مليون جرعة سنوياً من #لقاح ""سبوتنيك في"" بـ #الهند",ar,[],[],[],0,0,1,"['روسيا', 'لقاح', 'الهند']",[],https://twitter.com/PalinfoAr/status/1332309691922341888,False,,0,,Amman,,,,,,[],,,,
1326460214732787714,1326460214732787714,2020-11-11 11:42:14 Jordan Standard Time,2020-11-11,11:42:14,+0300,128490459,palinfoar,المركز الفلسطيني للإعلام,,"رويترز: روسيا تقول إن لقاح فيروس كورونا الذي أنتجته ""سبونتك"" فعال بنسبة 92%.  https://t.co/sxMV2ERYFW",ar,[],[],['https://pbs.twimg.com/media/EmiIiMjW8AA7OSk.jpg'],0,0,2,[],[],https://twitter.com/PalinfoAr/status/1326460214732787714,False,,1,https://pbs.twimg.com/media/EmiIiMjW8AA7OSk.jpg,Amman,,,,,,[],,,,
1325962640322125829,1325852533785563139,2020-11-10 02:45:03 Jordan Standard Time,2020-11-10,02:45:03,+0300,781983727,muhannadghrefat,Muhannad Ghrefat,,@raghebalama انت متصور انو لقاح فايروس كورونا عوجهو اكتشفَو خلصت ولاية ترامب بتخلص كورونا معها زي كل رئيس بستلم الولايات المتحدة الو شغل يخلصو وهذا الو مهمة جديدة يشغل العالم فيها,ar,[],[],[],0,0,0,[],[],https://twitter.com/MuhannadGhrefat/status/1325962640322125829,False,,0,,Amman,,,,,,"[{'screen_name': 'raghebalama', 'name': 'RaghebAlama', 'id': '55043362'}]",,,,
1325825746724597760,1325825746724597760,2020-11-09 17:41:05 Jordan Standard Time,2020-11-09,17:41:05,+0300,63930345,safaalnaser,🇯🇴Safa El Naser 🇯🇴صفا الناصر,,"بايدن يهنئ ""فايزر"" على نجاحها في الوصول إلى لقاح كورونا #صحيفة_الراي",ar,[],[],[],0,0,0,['صحيفة_الراي'],[],https://twitter.com/safaalnaser/status/1325825746724597760,False,,0,,Amman,,,,,,[],,,,
